fixture_id,meeting_id,query_type,query_index,truncated,original_words,retained_words,boundary,strategy,caveat
qmsum_test_meeting0000_specific_00_24bd89de,meeting0000,specific,0,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_01_1b6f4c97,meeting0000,specific,1,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_02_86570dc2,meeting0000,specific,2,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_03_65958b7c,meeting0000,specific,3,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_04_d876a539,meeting0000,specific,4,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_05_4b169ecb,meeting0000,specific,5,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_06_8cdb8b6e,meeting0000,specific,6,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_07_370640be,meeting0000,specific,7,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_08_8242aef6,meeting0000,specific,8,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_09_8d3ad62d,meeting0000,specific,9,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_10_92ae6f78,meeting0000,specific,10,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0000_specific_11_acba5d5c,meeting0000,specific,11,True,10188,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_00_a2343587,meeting0001,specific,0,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_01_0e55d871,meeting0001,specific,1,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_02_a5bedb8b,meeting0001,specific,2,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_03_4b7e9938,meeting0001,specific,3,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_04_b3828ce3,meeting0001,specific,4,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0001_specific_05_4603d5b5,meeting0001,specific,5,True,6030,1499,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0002_specific_00_4389fd52,meeting0002,specific,0,True,5377,1382,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0002_specific_01_a568c3d3,meeting0002,specific,1,True,5377,1382,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0002_specific_02_719df5ca,meeting0002,specific,2,True,5377,1382,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0002_specific_03_ed58ebe8,meeting0002,specific,3,True,5377,1382,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_00_7b6db32b,meeting0003,specific,0,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_01_d12053b5,meeting0003,specific,1,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_02_d6f8eac6,meeting0003,specific,2,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_03_f6aafcd8,meeting0003,specific,3,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_04_c8cbb094,meeting0003,specific,4,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0003_specific_05_506a85ec,meeting0003,specific,5,True,13945,1497,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0004_specific_00_bc14e4f2,meeting0004,specific,0,True,12565,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0004_specific_01_6e128e20,meeting0004,specific,1,True,12565,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0004_specific_02_0f9641aa,meeting0004,specific,2,True,12565,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0004_specific_03_597f798b,meeting0004,specific,3,True,12565,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_00_92a31083,meeting0005,specific,0,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_01_0e3d53fa,meeting0005,specific,1,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_02_82f3753d,meeting0005,specific,2,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_03_f170fefe,meeting0005,specific,3,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_04_46044853,meeting0005,specific,4,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0005_specific_05_72636384,meeting0005,specific,5,True,12571,1424,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_00_73620f2e,meeting0006,specific,0,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_01_edeb6c97,meeting0006,specific,1,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_02_f6301863,meeting0006,specific,2,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_03_867542c4,meeting0006,specific,3,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_04_2b0cd8de,meeting0006,specific,4,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_05_f04440b5,meeting0006,specific,5,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_06_3ce458e7,meeting0006,specific,6,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_07_a5870e2e,meeting0006,specific,7,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0006_specific_08_3ed93fd8,meeting0006,specific,8,True,4624,1475,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_00_0e9bb2c1,meeting0007,specific,0,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_01_74ba14b9,meeting0007,specific,1,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_02_10bc68a0,meeting0007,specific,2,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_03_edb3c63a,meeting0007,specific,3,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_04_fe9f7334,meeting0007,specific,4,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0007_specific_05_03d76a51,meeting0007,specific,5,True,19894,1379,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_00_fa60ec30,meeting0008,specific,0,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_01_939e406a,meeting0008,specific,1,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_02_76b1e6ec,meeting0008,specific,2,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_03_cd2721d2,meeting0008,specific,3,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_04_b8ca45e6,meeting0008,specific,4,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0008_specific_05_49859bdb,meeting0008,specific,5,True,2015,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_00_4a315f86,meeting0009,specific,0,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_01_7b0e3b9a,meeting0009,specific,1,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_02_ee18bfd5,meeting0009,specific,2,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_03_ff8a1b96,meeting0009,specific,3,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_04_f08ab7b9,meeting0009,specific,4,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0009_specific_05_0c34fd27,meeting0009,specific,5,True,14060,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_00_d2d617c5,meeting0010,specific,0,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_01_566160dc,meeting0010,specific,1,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_02_ae14dc2a,meeting0010,specific,2,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_03_98ab90ac,meeting0010,specific,3,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_04_58452de9,meeting0010,specific,4,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0010_specific_05_863833f5,meeting0010,specific,5,True,3118,1492,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_00_dc9c695a,meeting0011,specific,0,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_01_e8c633c9,meeting0011,specific,1,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_02_d5d87814,meeting0011,specific,2,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_03_0b70d06f,meeting0011,specific,3,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_04_def0629b,meeting0011,specific,4,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0011_specific_05_2c2bfc64,meeting0011,specific,5,True,13293,1468,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_00_c684e3c2,meeting0012,specific,0,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_01_1bcbf929,meeting0012,specific,1,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_02_c4a9cc76,meeting0012,specific,2,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_03_aaaad629,meeting0012,specific,3,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_04_7595c4b3,meeting0012,specific,4,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0012_specific_05_5f035d73,meeting0012,specific,5,True,7388,1489,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_00_fab69369,meeting0013,specific,0,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_01_6809badc,meeting0013,specific,1,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_02_540ed255,meeting0013,specific,2,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_03_245e7a3f,meeting0013,specific,3,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_04_cf45c38e,meeting0013,specific,4,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_05_7bfd6a9f,meeting0013,specific,5,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_06_89154ceb,meeting0013,specific,6,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_07_e163e82c,meeting0013,specific,7,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_08_1e46b8f3,meeting0013,specific,8,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_09_b7d3d4f4,meeting0013,specific,9,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_10_6ac1151e,meeting0013,specific,10,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0013_specific_11_81ef435a,meeting0013,specific,11,True,8876,1278,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_00_42f9471d,meeting0014,specific,0,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_01_975ae0e7,meeting0014,specific,1,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_02_55d31070,meeting0014,specific,2,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_03_2b3a6e2d,meeting0014,specific,3,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_04_47c8c467,meeting0014,specific,4,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_05_55654c85,meeting0014,specific,5,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_06_549f2631,meeting0014,specific,6,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_07_f0263c40,meeting0014,specific,7,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_08_544d6e67,meeting0014,specific,8,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_09_dc25209c,meeting0014,specific,9,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_10_4e8d8714,meeting0014,specific,10,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0014_specific_11_7fa5ebf8,meeting0014,specific,11,True,13359,1286,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_00_4818f644,meeting0015,specific,0,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_01_55e75218,meeting0015,specific,1,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_02_1fd461cf,meeting0015,specific,2,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_03_4697cc82,meeting0015,specific,3,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_04_5d9e93b1,meeting0015,specific,4,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0015_specific_05_005ad578,meeting0015,specific,5,True,3862,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_00_6d0ddccc,meeting0016,specific,0,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_01_febde0d9,meeting0016,specific,1,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_02_592c9602,meeting0016,specific,2,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_03_85fb09a0,meeting0016,specific,3,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_04_431e27b9,meeting0016,specific,4,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0016_specific_05_f1b1c5c5,meeting0016,specific,5,True,22508,1485,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0017_specific_00_f24fd6ca,meeting0017,specific,0,True,7962,1496,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0017_specific_01_8ec1d183,meeting0017,specific,1,True,7962,1496,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
